true_label,Twiitti_final,BERT,DistilBERT,Llama-3.1.8B-Instruct (Naive),GPT4o-mini-naive,GPT4o-mini-sophisticated,DeepSeek distilled-qwen-32B (reasoning) naive,DeepSeek distilled-qwen-32B (reasoning) sophisticated,Llama,GPT4o-mini-word_or_words_contributing_the_most (naive,GPT4o-mini-word_or_words_contributing_the_most (sophisticated with comments),GPT4o-mini-sophisticated,DeepSeek-MetaCommentsAboutReasoning
1,,1,1,1,1,1,1,1,forests,safeguard the future of forests,"safeguard, future, forests; The phrase 'safeguard the future of forests' indicates a concern for environmental issues and implies a need for corporate or governmental action to protect natural resources, aligning with concepts of corporate social responsibility and activism.",," This mentions safeguarding forests, which relates to environmental sustainability. Protecting forests is a societal and environmental issue, so this is political."
0,,0,1,0,1,1,1,1,"""coagulants"", ""high-quality water""","Ukrainian, residents, high-quality water","Ukrainian city of Vinnitsa, high-quality water, coagulants. This tweet discusses efforts to provide high-quality water to residents in Vinnitsa, Ukraine, which aligns with the concept of Political Corporate Social Responsibility (PCSR) as it addresses a societal issue (access to clean water) and indicates a corporate effort to contribute positively to the community.",,"**Analysis:** This is about providing clean water, which is a basic need and societal issue. Addressing water quality is part of corporate social responsibility, so this is political."
0,,0,1,0,0,0,1,0,Village Trade Da,"local services, network of shops","local services, network of shops, village shops. The tweet discusses the celebration of Village Trade Day and emphasizes the importance of local services and shops, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on community and local commerce rather than political influence or corporate responsibility.",," **Analysis:** This is about celebrating local services and shops. While it supports local businesses, it doesn't address political activities or societal issues beyond economic support. It's more about community and economy, so non-political."
0,,0,1,0,0,0,1,0,"""Agriculture Conventio","Agriculture Convention, information campaigns","participating, information campaigns, fair, opportunities. The tweet primarily discusses participation in an event and promotional activities related to a product, which does not align with the definitions of political activity, corporate social responsibility, or activism. It focuses on marketing and engagement rather than influencing government policies or addressing societal issues.",,**Analysis:** This is about participating in an agriculture convention and promoting products. It's a marketing effort without any political or societal issues. Non-political.
0,,0,0,0,0,0,1,0,"""summer work"", ""hire summer workers""","summer work, work experience","Summer work, opportunity, work experience. The tweet focuses on summer job opportunities and work experience, which are not aligned with corporate political activity, political corporate social responsibility, or corporate social activism. It does not address any government policies, societal issues, or corporate stances on controversial topics.",,"This tweet is about hiring summer workers. It's related to employment opportunities but doesn't mention influencing government policies, addressing societal issues beyond core business, or taking stances on controversial topics. So, it's non-political (0). The key words are ""hire"", ""summer workers"", which are about employment."
0,,0,1,1,1,0,1,0,"#electricity"", ""adequacy of #electricity""",#electricity production,"#electricity,",,"Discussing electricity adequacy and factors affecting it could relate to corporate efforts in ensuring resources, which might touch on sustainability or resource management. However, it's more about operational aspects without clear CPA, PCSR, or CSA elements. So, it's non-political (0). The key words are ""electricity"", ""production""."
1,,0,0,0,0,0,0,0,"""recognition"" and ""thanks""",Thanks,"Thanks, everyone, @XXXXXX_ - The tweet expresses gratitude and acknowledges individuals and organizations without addressing any political or corporate issues, thus it does not align with the definition of a political tweet.",," A thank you tweet without any specific content about policies, societal issues, or stances. Non-political (0). The key words are ""@XXXX"", ""@XXXXX""."
0,,0,0,1,1,0,1,0,"""data transfer policy"", ""Nordic countries""",EU,"Data transfer, subscription price, EU data package. The tweet discusses technical aspects of data transfer and subscription services without addressing any political issues, corporate activities, or societal concerns.",,"Talks about data transfer and subscription details. It's more about service information. Non-political (0). Key words: ""data transfer"", ""subscription""."
0,,0,0,0,1,1,0,0,"""XXXXXXX"", ""turun memorandum""","media, opinions, leading company","XXXXX', 'owner', 'opinions'. The mention of 'XXXXXX' as a leading company and the reference to the owner's connection (or lack thereof) to opinions suggests a discussion about corporate identity and influence, which aligns with corporate political activity (CPA) and corporate social activism (CSA). The tweet implies a defense of the company's reputation in the context of public perception, indicating a political dimension.",,"Clarifying the company's stance on media coverage. It might touch on reputation management but not directly related to influencing policies or societal issues. Non-political (0). Key words: ""owner"", ""connection""."
1,,0,0,1,1,1,1,0,"""construction industry"", ""balance sheet","construction industry, cope","construction industry, cope. The mention of the 'construction industry' indicates a focus on economic and corporate conditions that can be influenced by government policies, which aligns with corporate political activity. Additionally, the phrase 'strong companies with a balance sheet are better able to cope' suggests a discussion about the economic environment and corporate resilience, which can be tied to political factors affecting the industry.",," Discusses industry challenges and company resilience. It's about business operations without clear political elements. Non-political (0). Key words: ""construction industry"", ""balance sheet""."
1,,0,0,0,1,1,1,0,"""nursing home"", ""old services""","Nursing home, elderly person's valuable life","Nursing home', 'essential', 'valuable life'. This tweet discusses the importance of nursing homes and the essential services provided to elderly individuals, which aligns with the concept of Political Corporate Social Responsibility (PCSR) as it addresses societal issues related to elder care and the quality of life for seniors.",,"Focuses on care services and roles. It's about service provision, not political activities. Non-political (0). Key words: ""nursing home"", ""care services""."
0,,0,1,0,0,0,1,0,"""study"", ""shift planning""","study, well-being, rest, shift planning","well-being, rest, supporting shift planning. The tweet discusses a study related to occupational health and well-being, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism as defined. It focuses on workplace practices rather than influencing government policies or addressing societal issues in a political context.",,"Involvement in a study about worker well-being. It relates to corporate social responsibility but not directly to influencing policies or taking stances. Non-political (0). Key words: ""study"", ""well-being""."
0,,0,0,0,0,0,0,0,"""holiday"", ""HBOmax"".","West Wing, HBOmax","For the next holiday, then West Wing, can also be found at HBOmax. The tweet discusses a television show and a streaming service, which are not related to corporate political activity, political corporate social responsibility, or corporate social activism.",,"Recommendation for a TV show. Non-political (0). Key words: ""West Wing"", ""HBOmax""."
1,,1,1,1,1,1,1,1,"""sustainable development"", ""socially responsible activities""","Sustainable development, agenda","sustainable development, socially responsible activities, agenda. This tweet discusses the importance of sustainable development and socially responsible activities, which align with the concepts of political corporate social responsibility (PCSR) and corporate social activism (CSA). The call for these issues to be on the agenda of designers indicates an advocacy for broader societal responsibility, which is a political stance.",,"Talks about sustainability and corporate responsibility. It aligns with PCSR as it addresses societal issues like sustainability. Political (1). Key words: ""sustainable development"", ""recycling""."
0,,0,0,0,1,1,1,0,XXXXXXX,"restrict, visibility, advertisements","restrict, visibility, advertisements, offices, entrances, cash registers, info points. This tweet discusses the restriction of advertisements, which implies a corporate stance on advertising practices that may influence public perception and policy regarding gambling or advertising ethics. The mention of specific locations within the company where these restrictions apply indicates a deliberate corporate decision that aligns with corporate social responsibility and potentially political corporate social responsibility.",," Discusses advertisement restrictions. It's about internal policies, not political activities. Non-political (0). Key words: ""restrict"", ""advertisements""."
0,,0,0,0,0,0,0,0,"""work"", ""experts"".",meaningful work,"meaningful work. The tweet focuses on job opportunities and collaboration without any reference to corporate political activity, social responsibility, or activism.",," Promoting job opportunities. Non-political (0). Key words: ""dream work"", ""meaningful work""."
1,,1,1,1,1,1,1,1,"""climate"", ""change"".","nuclear power, climate change","small nuclear power, climate change. The mention of 'small nuclear power' indicates a discussion about energy policy, which is a political issue, and 'climate change' is a significant societal issue that often involves corporate and governmental action, aligning with concepts of corporate political activity and corporate social activism.",,"Discusses nuclear power as a solution to climate change. It touches on environmental issues, which could be part of CSA. Political (1). Key words: ""nuclear power"", ""climate change""."
0,,0,0,0,0,0,0,0,offer,take the offer,"Oi!, offer. The tweet expresses a personal reaction to an offer without any reference to political activity, corporate communication, or societal issues. It lacks any context that aligns with corporate political activity, political corporate social responsibility, or corporate social activism.",,"Personal response to an offer. Non-political (0). Key words: ""offer""."
1,,1,1,1,1,1,1,1,"""fuel"", ""emissions"".","municipal decision-makers, low-emission urban transport","municipal decision-makers, low-emission urban transport. This tweet discusses the introduction of a fuel that reduces greenhouse gas emissions, which aligns with corporate political activity as it involves municipal decision-makers and addresses environmental policy, a key societal issue.",,"Promotes low-emission fuels and urban transport. It's about sustainability, aligning with PCSR. Political (1). Key words: ""greenhouse gas"", ""low-emission""."
1,,1,1,1,1,1,1,0,"""climate"", ""change"", ""global warming"".","climate change, global warming","climate change, global warming, investment portfolio. The mention of 'climate change' and 'global warming' indicates a concern for societal issues that align with corporate social responsibility and activism. The reference to the potential impact on 'investment portfolio' suggests a connection to corporate interests and the need for businesses to adapt to these societal challenges, which falls under the umbrella of political corporate social responsibility.",,"Talks about climate change impacts on investments. It's about financial advice, not directly political. Non-political (0). Key words: ""investment portfolio"", ""webinar""."
0,,0,0,1,0,0,0,0,"saving, insurance, benefits","saving insurance, webinars, benefits","saving insurance, webinars, benefits. The tweet focuses on promoting a financial product (saving insurance) and invites people to webinars for learning about it, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",,"Promotes saving insurance. It's a financial service advertisement. Non-political (0). Key words: ""saving insurance"", ""webinars""."
1,,1,0,1,1,1,1,0,,"care services, professionals, Finland","care services', 'professionals', 'trained', 'Finland', 'Sweden', 'Germany'. This tweet discusses the workforce in care services, comparing the number of trained professionals in Finland to those in Sweden and Germany. It raises a societal issue regarding the adequacy of care services, which aligns with the concept of Political Corporate Social Responsibility (PCSR) as it addresses a societal issue related to healthcare and workforce training.",,"Discusses care services and staffing. It's about service quality, not political activities. Non-political (0). Key words: ""care services"", ""professionals""."
1,,1,1,1,1,1,1,1,"""climate"", ""action"", ""compromised"".","Minister, climate action","climate action', 'Minister', 'invest' - The tweet discusses the need for energy companies to maintain their investment capabilities to ensure that climate action is not compromised, which aligns with corporate political activity and corporate social responsibility. The mention of a minister indicates a direct connection to government policy and decision-making.",,"Quotes a minister about energy investments and climate action. It's directly related to government policies and corporate efforts. Political (1). Key words: ""Minister"", ""climate action""."
0,,0,0,1,1,1,1,0,"""investment"", ""cooperation"".","Investment venues, identity cards, cooperation","cooperation, identity cards, age controls. This tweet discusses regulations regarding identity checks and the potential consequences for cooperation, which aligns with corporate political activity and the influence of policies on business operations.",,"Discusses age controls in investments. It's about internal policies. Non-political (0). Key words: ""identity cards"", ""age controls""."
0,,0,0,0,0,0,0,0,thanks,Thank you,"Thank you! and sounds good. The tweet expresses gratitude and a positive sentiment but does not contain any political content or references to corporate political activity, social responsibility, or activism.",,"Thank you message. Non-political (0). Key words: ""thank you"", ""sounds good""."
0,,0,0,0,0,0,1,0,"""study"", ""leisure"".",forest,"The words 'forest', 'study', 'leisure', and 'calm down' indicate a focus on personal experiences and nature rather than corporate political activity or social activism. The tweet discusses educational experiences related to forest sciences without any reference to corporate influence on government policies or societal issues.",,"The first tweet talks about studying forest sciences, field courses, and a swamp as a place to calm down. It mentions hashtags related to forest academy and lempimetsä. This seems more like an educational or personal experience, not related to corporate political activity, CSR, or activism. So, I'll classify this as 0."
0,,0,0,0,0,0,0,0,feedback,"invoice, recovery measures, feedback","feedback, invoice, recovery measures. The tweet discusses a specific customer service issue regarding invoicing and feedback, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism.",,"The second tweet is a reply about sending an invoice to a minor and not taking recovery measures against them. It's about handling a specific situation, probably customer service, but doesn't touch on any political concepts. So, 0."
0,,0,0,0,0,0,1,0,"#FinnishSwedish""",#FinnishSwedish,"XXXXXXXX. This tweet does not contain any references to corporate political activity, political corporate social responsibility, or corporate social activism. The mention of 'stadiumhelsinki' appears to be more related to a location or event rather than a political context.",,"The third tweet is in Finnish and mentions Finnish-Swedish and a stadium. It looks like a promotional or event-related tweet, not political. So, 0."
0,,0,0,0,0,0,0,0,innovations,"innovations, electric scooter","Welcome, fair, innovations, electric scooter. The tweet primarily promotes an event and highlights a product giveaway, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",,"The fourth tweet is a welcome message for a fair, promoting a product and a contest. It's marketing, not political. 0."
1,,1,1,1,1,1,1,1,"""sustainable"", ""economy"", ""taxes"".","sustainable economy, corporate tax, municipalities","sustainable economy', 'corporate tax', 'taxes', 'municipalities'. This tweet discusses the role of corporate taxation in the context of sustainability and its distribution across municipalities, which aligns with corporate political activity (CPA) and political corporate social responsibility (PCSR). The mention of being a significant corporate tax payer and the impact on local governance indicates an effort to influence or highlight the importance of corporate contributions to societal issues.",,"The fifth tweet discusses sustainable economy, corporate taxes, and their distribution among municipalities. This relates to corporate tax contributions, which is part of corporate social responsibility. So, 1."
0,,0,0,0,0,0,0,0,"""tour"", ""home"".","home tour, experiences, concerts, cook-offs, makeovers","home, experiences, concerts, cook-offs, makeovers. The tweet focuses on a festival and various activities related to home experiences, which do not align with corporate political activity, political corporate social responsibility, or corporate social activism.",,"The sixth tweet is about a home tour event by XXXXX, promoting their festival. It's a promotional event, not political. 0."
1,,1,1,1,0,0,1,1,"""sustainable"", ""home""","sustainable, initiatives","sustainable, home inspiration, initiatives. The tweet focuses on the opening of a store and promoting sustainability initiatives, but it does not engage in corporate political activity, political corporate social responsibility, or corporate social activism as defined. It is more about business operations and consumer engagement rather than influencing government policies or addressing societal issues in a political context.",,"The seventh tweet announces a new sustainable store opening. It mentions sustainability initiatives, which could relate to corporate social responsibility. 1."
0,,0,0,0,0,0,0,0,"""computer"", ""store""","computer bag, online stores, male selections","computer bag, acquisition, male selections. The tweet discusses a product (computer bag) and its availability in online stores, specifically mentioning a gender-related issue (male selections). However, it does not engage with corporate political activity, political corporate social responsibility, or corporate social activism, which are the criteria for classifying a tweet as political.",,"The eighth tweet is about a new computer bag only available in male selections. It's a product availability issue, not political. 0."
1,,1,1,1,0,1,1,1,"""environment"", ""waste"", ""benefits""","budget-friendly, hospitals","benefits', 'environment', 'reducing waste', 'budget-friendly', 'hospitals'. This tweet discusses the benefits of refurbished medical equipment in relation to environmental sustainability and cost-effectiveness for hospitals, which aligns with the concepts of political corporate social responsibility (PCSR) and corporate social activism (CSA). The focus on environmental benefits and societal impact indicates a political dimension in corporate communication.",,"The ninth tweet is similar to an earlier example about refurbished medical equipment benefiting the environment. It mentions reducing waste and budget-friendly options, which relates to sustainability, a CSR aspect. 1."
0,,0,0,0,0,0,0,0,product,"butter, rapeseed oil, palm oil","butter, rapeseed oil, spreadability, delicious taste, palm oil. The tweet focuses on product ingredients and their qualities, which are not related to corporate political activity, political corporate social responsibility, or corporate social activism.",,"The tenth tweet is a reply about product ingredients, specifically butter and rapeseed oil. It's about product information, not political. 0."
1,,0,1,1,0,0,1,0,"""entrepreneurs"", ""stressed""","entrepreneurs, stressed","#entrepreneurship,",,"The eleventh tweet mentions a survey about entrepreneurs' stress levels. It's about work-related stress, not directly related to corporate political activity. 0."
0,,0,0,0,0,0,0,0,brewery,"K-Citymarket, brewery","K-Citymarket, brewery, Vantaa. The tweet primarily discusses specific locations and business operations without addressing any political activities, corporate social responsibility, or activism. It focuses on commercial aspects rather than influencing government policies or societal issues.",,"The twelfth tweet discusses selling a K-Citymarket share and a brewery. It's about business transactions, which could be political if it's influencing policy, but here it's just a sale. 0."
0,,0,0,0,0,0,0,0,car,"ideal car, stars, FridayFun","Your ideal car, defined by the stars, #XXXXXX, #FridayFun. The tweet focuses on a car and its features, with no mention of political activity, corporate social responsibility, or activism.",," The thirteenth tweet is a promotional message for Toyota cars. Marketing, not political. 0."
0,,0,0,0,0,0,0,0,job,"mechanic, elevators","mechanic, elevators, job. The tweet focuses on a mechanic's enjoyment of his job and the functionality of elevators, which are non-political topics related to employment and maintenance rather than corporate political activity, social responsibility, or activism.",," The fourteenth tweet is an RT about XXXXX'S elevators. It's about a product, not political. 0."
0,,0,0,0,0,0,0,0,private,private message,"Hello, message, private, get on with it. This tweet is a personal response to an individual and does not address any political or corporate issues. It lacks any reference to corporate political activity, political corporate social responsibility, or corporate social activism.",,The fifteenth tweet is a reply about customer service and website information. Not political. 0.
0,,0,0,0,0,0,0,0,moving,"food, orders","food, orders, delivers. The tweet primarily discusses food delivery services and does not engage with any political concepts or corporate activities aimed at influencing government policies or addressing societal issues.",,"The sixteenth tweet promotes a delivery service. Marketing, 0."
0,,0,0,0,0,0,0,0,hiring,"hiring, London","hiring, London. This tweet is focused on a job opportunity and does not address any political issues, corporate political activity, or social activism. It is purely an employment announcement.",," The seventeenth tweet is about hiring in London. It's a job posting, not political. 0."
1,,0,0,0,0,0,0,1,events,"exciting, events, discussions","The words 'exciting', 'thank you', 'amazing', and 'encounters' contribute to this classification decision the most. The tweet focuses on expressing gratitude and excitement about events and discussions, which are not aligned with corporate political activity, political corporate social responsibility, or corporate social activism. It lacks any reference to influencing government policies, addressing societal issues, or taking stances on controversial issues.",,"The eighteenth tweet thanks participants at an event discussing the future city. It's about urban discussions, which could relate to CSR if focusing on sustainability. 1."
1,,1,1,1,1,1,1,1,"environement, responsibility","#responsibility, #environment","#responsibility, #environment, 'investing in the Savings Bank Environment special investment fund'",,"The nineteenth tweet promotes an investment fund for the environment. This is about environmental responsibility, so 1."
0,,0,0,0,1,0,1,0,customer,SuomenEduskunta,"customer service, chat, Dismissing, preferred customer relationship. The tweet discusses a customer service interaction and does not engage with any political activity, corporate social responsibility, or activism. It focuses on a personal customer experience rather than corporate political activity or societal issues.",,The twentieth tweet is a reply about customer service and preferred relationships. Not political. 0.
0,,0,0,1,0,0,0,0,tournament,"World Cup, sports, players","focus, sports, players, tournament. The tweet discusses the World Cup and expresses confusion about the news related to it, but it does not engage with any political activity, corporate social responsibility, or activism. It is primarily focused on sports rather than political issues.",,"The twenty-first tweet is about the World Cup and player focus. Sports-related, not political. 0."
0,,1,1,0,0,0,1,0,cooperation,cooperation,"cooperation. The tweet discusses the concept of cooperation but does not provide any specific context related to corporate political activity, political corporate social responsibility, or corporate social activism. It lacks direct references to influencing government policies or addressing societal issues in a corporate context.",,"The twenty-second tweet is an RT about cooperation power. It's a general statement, not specific. 0."
1,,1,1,1,1,1,1,1,"district, emission, climate","#District heat, climate positive, carbon neutral","#District heat, climate positive, carbon neutral",," The twenty-third tweet discusses district heating flexibility and emissions. This relates to environmental responsibility, so 1."
0,,0,0,0,1,0,0,0,lifeguard,dangerous crossing points,dangerous crossing points. This phrase suggests a focus on safety and infrastructure rather than direct political activity or corporate social responsibility. The tweet does not indicate any corporate efforts to influence government policies or address societal issues in a way that aligns with the definitions provided.,,"The twenty-fourth tweet is an RT about lifeguards, which is a safety measure but not political. 0."
1,,1,1,0,1,1,1,1,hearing,"testify, hearing, @XXXXXX, @XXXXX","testify, hearing, Innovations, Maximizing - The presence of 'testify' and 'hearing' indicates a formal process related to government or legislative activities, which aligns with corporate political activity (CPA). Additionally, the context of discussing 'Innovations' suggests a focus on influencing policy or government decisions, further supporting the classification as political.",," The twenty-fifth tweet is about a hearing on innovations and maximizing something. It mentions a committee, which could be political, but the context isn"
0,,0,0,0,0,0,0,0,"financial statements bulletin, net sales, operating margin, operating profit","Financial statements, Profitability, Net sales","Financial statements, profitability, net sales, operating margin, operating profit. The tweet primarily discusses financial performance metrics of a company without any reference to political activities, corporate social responsibility, or activism. It focuses on business results rather than any efforts to influence government policies or address societal issues.",,"The twenty-sixth tweet is a financial report, which is business but not necessarily political. 0."
0,,0,0,0,0,0,0,0,#rectoroftheyear,Thank you,"Thank you, @XXXXXXX. The tweet expresses gratitude without any reference to political activity, corporate social responsibility, or activism. It lacks any context that aligns with the definitions provided for political tweets.",,"The twenty-seventh tweet is a thank you message, not political. 0."
1,,0,0,0,0,0,0,0,@XXXXXX,"journalism, story, chaos","The words 'human', 'unfavorable', and 'journalism' contribute to this classification decision the most. The tweet discusses a reading that is described as touching and human, focusing on storytelling rather than corporate political activity, social responsibility, or activism. It does not engage with any political themes or corporate actions that align with the definitions provided.",,"The twenty-eighth tweet praises journalism in a crisis, not political. 0."
1,,1,1,1,0,1,1,1,"""#XXXXXXX"", ""net impact"", ""responsibility"", ""construction""","reporting, impact","responsibility', 'impact', 'reporting' - These words indicate a focus on corporate responsibility and the assessment of the company's impact, which aligns with the concepts of Political Corporate Social Responsibility (PCSR) and Corporate Social Activism (CSA). The mention of a report on the net impact of operations suggests an effort to address societal issues and communicate corporate accountability.",, The twenty-ninth tweet mentions a report on net impact and responsibility. This relates to corporate responsibility. 1.
0,,1,1,0,0,0,0,0,@XXXXXXX,"empower, talent, problems/solutions","empower, talent, problems/solutions. The tweet focuses on an idea competition aimed at encouraging individuals to ideate solutions, which is more about innovation and entrepreneurship rather than direct political activity or corporate social responsibility.",,"**Analysis**: This is about an idea competition to encourage innovation. It doesn't directly relate to influencing government policies, addressing societal issues beyond core business, or taking stances on controversial issues. n   - **Classification**: 0*Explanation**: The focus is on innovation and talent empowerment, which is more about business development than political activity."
0,,0,0,0,0,0,0,0,"nice, picture","nice, nostalgic picture","That's a nice, nostalgic picture. The tweet does not contain any political content or references to corporate political activity, social responsibility, or activism. It is simply a personal comment about a picture, lacking any connection to the defined political concepts.",,**Analysis**: A simple comment on a picture. No political or corporate elements. n   - **Classification**: 0 **Explanation**: No relevant keywords or context.
0,,0,0,0,1,0,0,0,"Savings Bank, fund entries","Savings Bank, fund entries, benefit","Savings Bank, fund entries, benefit. The tweet discusses a financial institution's anniversary and a promotional offer, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on a celebration and a financial benefit rather than influencing government policies or addressing societal issues.",,**Analysis**: Celebrating a bank's anniversary with a benefit. It's a promotional tweet but doesn't involve political activity. **Classification**: 0 **Explanation**: Promotional content without political themes.
0,,0,0,0,0,0,0,0,@XXXXX,Keep in touch,"Keep in touch. The tweet lacks any political context or references to corporate political activity, social responsibility, or activism. It appears to be a generic statement without any specific political implications.",,**Analysis**: Generic advice without any political or corporate context.   **Classification**: 0 **Explanation**: No relevant content.
1,,0,1,0,0,0,0,0,"customers, wood","customers, wood, dense","customers, wood, demand. The tweet focuses on the popularity and demand for wood in construction, which is a commercial topic rather than a political one. It does not address any corporate political activity, social responsibility, or activism.",,**Analysis**: Discusses product demand and popularity. No political angle. **Classification**: 0 **Explanation**: Focuses on product features and market demand.
0,,0,0,1,0,0,0,0,"""#Elisalainen"", ""International"", ""second quarter""",good work,"International, internal, information, second quarter, good work. The tweet primarily discusses internal company matters and expresses gratitude towards employees, which does not align with the definitions of political activity, corporate social responsibility, or activism.",,**Analysis**: Internal company information and thanks. Not political. **Classification**: 0
0,,0,0,0,0,0,0,0,@XXXXX,"bad situation, contact details","Hi, bad situation, contact details, private message, get things right. The tweet is a response to an individual's issue and focuses on customer service rather than any corporate political activity, social responsibility, or activism.",,**Analysis**: Customer service message. No political context. **Classification**: 0 **Explanation**: Personal assistance request.
0,,0,0,0,0,0,0,0,"""package point"", ""freight wheels"", ""distribution""","delivery car routes, freight bike, packages","The words 'delivery', 'freight', and 'packages' indicate a focus on logistics and transportation rather than political activity. The tweet discusses operational aspects of a delivery service without any reference to influencing government policies, societal issues, or corporate activism.",,**Analysis**: Discusses logistics and distribution efficiency. No political aspect. **Classification**: 0 **Explanation**: Focuses on operational efficiency.
1,,1,1,1,1,1,1,1,"""@COP26"", ""Climate change"", ""collaboration"", ""real action""","COP26, climate change, collaboration, action","COP26', 'climate change', 'collaboration', 'real action', 'better future'. This tweet explicitly mentions COP26, a significant global climate conference, indicating corporate political activity related to climate issues. The phrases 'climate change' and 'collaboration' suggest a commitment to addressing societal issues, aligning with political corporate social responsibility. The call to 'assemble a better future' further emphasizes a proactive stance on a polarizing societal issue, which is characteristic of corporate social activism.",,"**Analysis**: Supports COP26, which is related to climate change, a societal issue. This falls under PCSR as it addresses a societal problem. **Classification**: 1 **Explanation**: Involvement in addressing climate change through collaboration."
1,,0,0,0,0,0,0,0,"""RT"", ""'@XXXXXXX""",Warming news,"Warming news, heart friend, godfather. The tweet focuses on a personal story and does not address any corporate political activity, social responsibility, or activism. It lacks elements related to influencing government policies or addressing societal issues in a corporate context.",,"**Analysis**: Personal story without political elements.  **Classification**: 0 **Explanation**: Focuses on a personal meeting, not political."
1,,0,0,0,0,0,1,0,"""RT"", ""'@XXXXXX""","heat records, hotter","heat records, hotter, climate change. The tweet discusses weather conditions and heat records but does not engage with corporate political activity, corporate social responsibility, or corporate social activism. It focuses on immediate environmental observations rather than political or corporate actions.",,**Analysis**: Weather-related tweet. Not political.  **Explanation**: Weather update without political context.
0,,0,1,1,1,1,1,0,"""#Central Country"", ""region"", ""develop""",#Participation Elections,"#Participation Elections, develop the Middleland, register as a candidate",,"**Analysis**: Encourages participation in regional development. It could relate to community engagement, but not directly political. **Classification**: 0 **Explanation**: Focuses on regional development without explicit political activity."
1,,1,1,1,1,1,1,1,"""#COP26"", ""commitments"", ""initiatives""",#COP26,"#COP26,",,"**Analysis**: Discusses COP26 commitments, which are related to climate change. This falls under PCSR. **Classification**: 1 **Explanation**: Involvement in climate change initiatives."
0,,0,0,0,0,0,0,0,"""@XXXXXXXX""","coincidence, illustrator, annual report","illustrator, annual report, customer magazines. The tweet discusses personal connections and illustrations related to a specific work, without any reference to corporate political activity, social responsibility, or activism.",,**Analysis**: Discusses illustrations for an annual report. Not political. **Classification**: 0 **Explanation**: Focuses on creative work for a report.
0,,0,0,0,0,0,0,0,"""Two neuroscientists"" ","neuroscientists, power, health, happiness, connection","health, happiness, connection - The tweet discusses the power of touch and its impact on health and happiness, which are non-political topics focused on personal well-being rather than corporate political activity, social responsibility, or activism.",,**Analysis**: Scientific discussion about touch and health. Not political. **Classification**: 0
0,,0,0,1,0,0,0,0,"""#space"", ""satellites"", ""5G""","5G, satellites, communication","5G, satellites, communication, rollout. The tweet discusses technological advancements and the benefits of satellite communication for 5G coverage, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on a product and its capabilities rather than influencing government policies or addressing societal issues.",,**Analysis**: Discusses technology and communication tools. Not political. **Classification**: 0
0,,0,0,0,0,0,0,0,#ingmarin,"recipe, grilled, whitefish","recipe, ideas, grilled, whitefish, delicious, snacks. The tweet focuses on food recipes and does not address any political or corporate social responsibility issues. It lacks any references to corporate political activity, political corporate social responsibility, or corporate social activism.",,**Analysis**: Provides recipe ideas. Not political. **Classification**: 0
1,,1,1,1,1,1,1,1,"""#Europe"", ""charging infrastructure"", ""harmonize regulations""","regulations, zero emission mobility","charging infrastructure', 'zero emission mobility', 'harmonise regulations', 'accelerate' - These terms indicate a focus on regulatory and infrastructural challenges related to environmental policy and corporate efforts to influence or align with governmental regulations, which aligns with concepts of corporate political activity and political corporate social responsibility.",,**Analysis**: Discusses challenges in charging infrastructure and promoting zero-emission mobility. This relates to PCSR as it addresses environmental issues. **Classification**: 1 **Explanation**: Involvement in promoting sustainable mobility.
0,,0,1,0,1,0,0,0,"""RT"", ""@XXXXXX""",#Region brand,"The words 'creation', 'brand', and 'experiential marketing' suggest a focus on marketing and branding rather than political activity. The tweet discusses branding and marketing strategies, which are not aligned with corporate political activity, political corporate social responsibility, or corporate social activism.",,**Analysis**: Discusses brand creation and marketing. Not political. **Classification**: 0 **Explanation**: Focuses on marketing strategies.
1,,1,1,0,1,1,0,0,"""RT"", ""bio-based""","global market, bio-based products, future","bio-based products', 'global market', 'importance for the future' - These phrases indicate a focus on sustainability and the economic implications of bio-based products, which align with corporate political activity and corporate social responsibility efforts to influence market trends and address societal issues.",,**Analysis**: Talks about market growth for bio-based products. Not directly political. **Classification**: 0
1,,1,1,1,1,1,1,1,"forest management, carbon sink",#carbon,"#carbon sink, forest management. The mention of 'carbon sink' indicates a focus on environmental issues, which aligns with corporate social responsibility and sustainability efforts. Additionally, 'forest management' suggests a connection to corporate practices that can influence policy and societal issues, thus classifying the tweet as political.",,"**Analysis**: Highlights forest management and carbon sinks. This relates to environmental sustainability, falling under PCSR. **Classification**: 1 **Explanation**: Focuses on sustainable forest management and carbon sinks."
1,,1,1,0,1,1,1,1,"""@XXXXXX""",EU‚Äôs financial sector,"XXXXXX‚Äôs decisions, EU‚Äôs financial sector, decisions. This tweet discusses the alignment of XXXXXXX'S  decisions with EU financial sector decisions, indicating corporate political activity and the influence of government policies on corporate actions.",,**Analysis**: Discusses alignment with EU financial decisions. This could relate to CPA as it involves corporate alignment with government policies.**Classification**: 1 **Explanation**: Mention of alignment with EU financial decisions.
